ID,Project Code,PO / SO #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Lead Time (Days)
86406,111-MZ-T30,SO-38691,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,1/24/11,,2011-11-30,2011-11-30,30-Nov-11,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,1822,3680.44,2.02,0.01,"Aurobindo Unit III, India",Yes,707.0,826.26,6.07,
86408,114-UG-T30,SO-39070,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,3/4/11,,2011-09-20,2011-09-06,6-Sep-11,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,3360,66931.2,19.92,0.66,Mylan (formerly Matrix) Nashik,Yes,617.0,2886.92,110.44,
86409,104-CI-T30,SO-40122,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,5/3/11,,2011-10-12,2011-10-12,12-Oct-11,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,75420,622969.2,8.26,0.14,Mylan (formerly Matrix) Nashik,No,,,1027.9,
86410,113-ZW-T30,SO-38512,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,1/19/11,,2011-09-30,2011-10-07,7-Oct-11,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,10114,83238.22,8.23,0.27,Mylan (formerly Matrix) Nashik,No,,,137.34,
86411,114-UG-T30,SO-38803,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2/14/11,,2011-09-30,2011-09-26,26-Sep-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,2688,11343.36,4.22,0.14,"Strides, Bangalore, India.",No,,,18.72,
86412,105-GY-T30,SO-40450,Guyana,PMO - US,From RDC,N/A - From RDC,Air,8/19/11,,2011-12-15,2011-09-28,28-Sep-11,ARV,Pediatric,SCMS from RDC,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,61,136.64,2.24,0.07,"Aurobindo Unit III, India",No,,,0.23,
86413,105-GY-T30,SO-40450,Guyana,PMO - US,From RDC,N/A - From RDC,Air,8/19/11,,2011-12-15,2011-09-28,28-Sep-11,ARV,Pediatric,SCMS from RDC,"Zidovudine 100mg, capsules, 100 Caps",Zidovudine,Generic,100mg,Capsule,100,423,2013.48,4.76,0.05,"Aurobindo Unit III, India",No,,,3.32,
86414,151-NG-T30,SO-38920,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2/21/11,,2011-06-15,2011-09-28,28-Sep-11,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,2389,47588.88,19.92,0.66,Mylan (formerly Matrix) Nashik,Yes,277.0,18495.9,78.52,
86415,151-NG-T30,SO-40720,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,6/6/11,,2011-11-03,2011-09-28,28-Sep-11,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,90932,1811365.44,19.92,0.66,Mylan (formerly Matrix) Nashik,Yes,10428.0,18495.9,2988.75,
86417,110-ZM-T30,SO-40741,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,9/11/11,,2012-01-19,2011-11-04,4-Nov-11,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,10015,89834.55,8.97,0.3,Mylan (formerly Matrix) Nashik,Yes,819.0,2882.6,148.23,
86418,900-GH-T30,SO-40020,Ghana,PMO - US,From RDC,N/A - From RDC,Air,6/13/11,,2011-10-31,2012-02-28,28-Feb-12,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,38760,248839.2,6.42,0.21,Mylan (formerly Matrix) Nashik,Yes,2169.0,985.0,410.58,
86419,109-TZ-T30,SO-40522,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,8/22/11,,2011-12-29,2011-11-15,15-Nov-11,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,2374,4629.3,1.95,0.01,"Aurobindo Unit III, India",Yes,888.0,4417.96,7.64,
86420,111-MZ-T30,SO-38640,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,1/24/11,,2011-12-15,2011-12-14,14-Dec-11,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,10070,19636.5,1.95,0.01,"Aurobindo Unit III, India",Yes,3787.0,2451.86,32.4,
86421,110-ZM-T30,SO-40290,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,8/2/11,,2011-12-27,2011-11-28,28-Nov-11,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,85000,702100.0,8.26,0.14,"Aurobindo Unit VII, IN",Yes,8296.0,9978.08,1158.46,
86422,110-ZM-T30,SO-40742,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,9/11/11,,2012-01-19,2011-11-28,28-Nov-11,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,50000,448500.0,8.97,0.3,Mylan (formerly Matrix) Nashik,Yes,4155.0,6968.97,740.02,
86423,114-UG-T30,SO-40911,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,10/5/11,,2012-01-09,2011-12-01,1-Dec-11,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,35000,385000.0,11.0,0.18,Mylan (formerly Matrix) Nashik,No,,,635.25,
86424,114-UG-T30,SO-40911,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,10/5/11,,2012-01-09,2011-12-01,1-Dec-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,4466,11522.28,2.58,0.04,"Strides, Bangalore, India.",No,,,19.01,
86425,107-RW-T30,SO-41050,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,10/31/11,,2011-12-05,2011-11-20,20-Nov-11,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,580,7250.0,12.5,0.05,"Aurobindo Unit III, India",Yes,214.0,2057.2,10.16,
86426,104-CI-T30,SO-40821,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,8/29/11,,2012-03-02,2011-12-05,5-Dec-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,20076,84720.72,4.22,0.14,"Strides, Bangalore, India.",Yes,1223.0,3526.27,139.79,
86427,104-CI-T30,SO-40120,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,5/3/11,,2011-12-30,2011-12-05,5-Dec-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,7132,30097.04,4.22,0.14,"Strides, Bangalore, India.",Yes,434.0,3526.27,49.66,
86428,151-NG-T30,SO-40727,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,6/6/11,,2011-12-20,2011-12-18,18-Dec-11,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,361,2317.62,6.42,0.21,Mylan (formerly Matrix) Nashik,Yes,40.0,15322.73,3.82,
86429,151-NG-T30,SO-40654,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/29/11,,2012-03-02,2011-12-18,18-Dec-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,85722,221162.76,2.58,0.04,"Strides, Bangalore, India.",No,,,364.92,
86430,151-NG-T30,SO-40661,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/29/11,,2012-03-16,2011-12-18,18-Dec-11,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,99974,1121708.28,11.22,0.19,"Cipla, Goa, India",No,,,1850.82,
86431,106-HT-T30,SO-39744,Haiti,PMO - US,From RDC,N/A - From RDC,Air,5/11/11,,2012-01-31,2012-01-17,17-Jan-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,33600,141792.0,4.22,0.14,"Strides, Bangalore, India.",Yes,2047.0,20746.03,233.96,
86432,105-GY-T30,SO-41020,Guyana,PMO - US,From RDC,N/A - From RDC,Air,10/27/11,,2012-01-27,2012-01-18,18-Jan-12,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,369,774.9,2.1,0.01,"Aurobindo Unit III, India",Yes,103.0,2270.54,1.09,
86433,114-UG-T30,SO-40930,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,10/5/11,,2012-02-16,2012-02-03,3-Feb-12,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,18528,153041.28,8.26,0.14,"Aurobindo Unit III, India",Yes,1713.0,15672.8,252.52,
86435,101-CD-T30,SO-41130,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,,2012-03-16,2012-02-14,14-Feb-12,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,20,165.2,8.26,0.14,"Aurobindo Unit III, India",No,,,0.23,
86436,101-CD-T30,SO-41130,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,,2012-03-16,2012-02-14,14-Feb-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,89,979.0,11.0,0.18,Mylan (formerly Matrix) Nashik,No,,,1.37,
86437,101-CD-T30,SO-41130,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,,2012-03-16,2012-02-14,14-Feb-12,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,11,371.14,33.74,0.28,"Aurobindo Unit III, India",No,,,0.52,
86438,101-CD-T30,SO-41131,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,,2012-03-16,2012-02-14,14-Feb-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,42,173.04,4.12,0.14,"Strides, Bangalore, India.",No,,,0.24,
86439,101-CD-T30,SO-41133,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,,2012-03-16,2012-02-14,14-Feb-12,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,23,776.02,33.74,0.28,"Aurobindo Unit III, India",No,,,1.09,
86440,101-CD-T30,SO-41133,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,,2012-03-16,2012-02-14,14-Feb-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,18,46.44,2.58,0.04,"Strides, Bangalore, India.",No,,,0.07,
86441,101-CD-T30,SO-41135,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,,2012-03-16,2012-02-14,14-Feb-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,21,54.18,2.58,0.04,"Strides, Bangalore, India.",No,,,0.08,
86442,101-CD-T30,SO-41137,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,,2012-03-16,2012-02-14,14-Feb-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,560,2307.2,4.12,0.14,"Strides, Bangalore, India.",No,,,3.23,
86443,101-CD-T30,SO-41138,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,,2012-02-10,2012-02-14,14-Feb-12,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,147,2150.61,14.63,0.24,Mylan (formerly Matrix) Nashik,No,,,3.02,
86444,105-GY-T30,SO-41000,Guyana,PMO - US,From RDC,N/A - From RDC,Air,10/27/11,,2012-03-30,2012-02-04,4-Feb-12,ARV,Adult,SCMS from RDC,"Stavudine 15mg, capsules, 60 Caps",Stavudine,Generic,15mg,Capsule,60,12,15.84,1.32,0.02,"Aurobindo Unit III, India",No,,,0.02,
86445,101-CD-T30,SO-41140,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,,2012-03-16,2012-04-03,3-Apr-12,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,166,1165.32,7.02,0.12,Hetero Unit III Hyderabad IN,No,,,1.63,
86446,101-CD-T30,SO-41141,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,,2012-03-16,2012-03-14,14-Mar-12,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,720,5054.4,7.02,0.12,Hetero Unit III Hyderabad IN,No,,,7.09,
86447,101-CD-T30,SO-41144,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,,2012-03-16,2012-03-14,14-Mar-12,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,291,567.45,1.95,0.01,"Aurobindo Unit III, India",No,,,0.8,
86448,101-CD-T30,SO-41144,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,,2012-03-16,2012-03-14,14-Mar-12,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,36,218.88,6.08,0.2,Mylan (formerly Matrix) Nashik,No,,,0.31,
86449,110-ZM-T30,SO-40270,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,7/26/11,,2012-02-28,2012-02-17,17-Feb-12,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,20513,144001.26,7.02,0.12,Hetero Unit III Hyderabad IN,No,,,237.6,
86450,110-ZM-T30,SO-40240,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,7/26/11,,2012-02-29,2012-02-17,17-Feb-12,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,40126,78245.7,1.95,0.01,"Aurobindo Unit III, India",Yes,12360.0,11292.05,129.11,
86451,106-HT-T30,SO-41320,Haiti,PMO - US,From RDC,N/A - From RDC,Air,12/20/11,,2012-03-30,2012-02-13,13-Feb-12,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,432,1274.4,2.95,0.05,"Strides, Bangalore, India.",No,,,1.79,
86452,106-HT-T30,SO-39740,Haiti,PMO - US,From RDC,N/A - From RDC,Air,5/11/11,,2012-03-15,2012-03-12,12-Mar-12,ARV,Adult,SCMS from RDC,"Stavudine 20mg, capsules, 60 Caps",Stavudine,Generic,20mg,Capsule,60,270,372.6,1.38,0.02,"Aurobindo Unit III, India",Yes,16.0,1109.0,0.61,
86453,109-TZ-T30,SO-40612,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,8/22/11,,2012-03-30,2012-02-14,14-Feb-12,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,233630,1929783.8,8.26,0.14,"Aurobindo Unit III, India",Yes,21394.0,13590.64,3184.14,
86454,114-UG-T30,SO-40940,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,10/5/11,,2012-03-19,2012-02-15,15-Feb-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,19705,50838.9,2.58,0.04,"Strides, Bangalore, India.",Yes,1095.0,4405.24,83.88,
86455,151-NG-T30,SO-41450,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12/8/11,,2012-06-20,2012-02-16,16-Feb-12,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,27574,167649.92,6.08,0.2,Mylan (formerly Matrix) Nashik,Yes,2376.0,25231.96,235.05,
86456,151-NG-T30,SO-41266,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12/8/11,,2012-06-20,2012-02-16,16-Feb-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,98645,254504.1,2.58,0.04,"Aurobindo Unit III, India",No,,,356.81,
86457,109-TZ-T30,SO-41460,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,2/2/12,,2012-03-30,2012-03-07,7-Mar-12,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,5000,160000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1578.0,8925.0,224.32,
86458,111-MZ-T30,SO-40381,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,8/4/11,,2012-05-07,2012-05-24,24-May-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,25394,136619.72,5.38,0.09,"Strides, Bangalore, India.",No,,,225.42,
86459,102-BI-T30,SO-41530,Burundi,PMO - US,From RDC,N/A - From RDC,Air,1/25/12,,2012-04-26,2012-05-04,4-May-12,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,25240,201920.0,8.0,0.13,Hetero Unit III Hyderabad IN,No,,,283.09,
86460,102-BI-T30,SO-41530,Burundi,PMO - US,From RDC,N/A - From RDC,Air,1/25/12,,2012-04-26,2012-05-04,4-May-12,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,350,5120.5,14.63,0.24,Mylan (formerly Matrix) Nashik,No,,,7.18,
86461,114-UG-T30,SO-41521,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2/10/12,,2012-04-24,2012-04-03,3-Apr-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,1150,4738.0,4.12,0.14,"Strides, Bangalore, India.",Yes,70.0,1494.6,6.64,
86463,114-UG-T30,SO-41630,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2/20/12,,2012-05-03,2012-03-27,27-Mar-12,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,1614,3760.62,2.33,0.04,Macleods Daman Plant INDIA,No,,,5.27,
86464,113-ZW-T30,SO-40850,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/4/11,,2012-04-13,2012-04-10,10-Apr-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,17422,71778.64,4.12,0.14,"Strides, Bangalore, India.",No,,,118.43,
86465,113-ZW-T30,SO-40850,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/4/11,,2012-04-13,2012-04-10,10-Apr-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,11574,127314.0,11.0,0.18,"Aurobindo Unit III, India",No,,,210.07,
86466,113-ZW-T30,SO-40850,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/4/11,,2012-04-13,2012-04-10,10-Apr-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,71030,382141.4,5.38,0.09,"Strides, Bangalore, India.",No,,,630.53,
86467,110-ZM-T30,SO-40953,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,9/27/11,,2012-05-15,2012-04-16,16-Apr-12,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,79075,709302.75,8.97,0.3,Mylan (formerly Matrix) Nashik,No,,,1170.35,
86468,111-MZ-T30,SO-40390,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,8/4/11,,2012-05-07,2012-05-10,10-May-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,2551,28622.22,11.22,0.19,"Aurobindo Unit III, India",No,,,47.23,
86469,107-RW-T30,SO-41810,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,3/28/12,,2012-04-26,2012-04-08,8-Apr-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,26962,111083.44,4.12,0.14,"Strides, Bangalore, India.",Yes,1638.0,18446.92,155.74,
86470,102-LY-T30,SO-41910,Libya,PMO - US,From RDC,N/A - From RDC,Air,4/4/12,,2012-05-23,2012-05-08,8-May-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,6667,26067.97,3.91,0.13,"Strides, Bangalore, India.",Yes,406.0,3062.18,36.55,
86471,151-NG-T30,SO-41921,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12/8/11,,2012-06-20,2012-04-30,30-Apr-12,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,94153,521607.62,5.54,0.18,"Aurobindo Unit VII, IN",Yes,10684.0,27441.22,731.29,
86472,113-ZW-T30,SO-40870,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/4/11,,2012-06-12,2012-05-25,25-May-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,71030,333841.0,4.7,0.08,"Strides, Bangalore, India.",No,,,550.84,
86473,113-ZW-T30,SO-40870,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/4/11,,2012-06-12,2012-05-25,25-May-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,11574,119096.46,10.29,0.17,Mylan (formerly Matrix) Nashik,No,,,196.51,
86474,110-ZM-T30,SO-41710,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,3/8/12,,2012-07-26,2012-06-18,18-Jun-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,28452,111247.32,3.91,0.13,"Strides, Bangalore, India.",No,,,155.97,
86475,104-CI-T30,SO-41200,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,11/11/11,,2012-05-30,2012-05-30,30-May-12,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,620,8153.0,13.15,0.22,Mylan (formerly Matrix) Nashik,No,,,11.43,
86476,110-ZM-T30,SO-41701,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,3/8/12,,2012-08-23,2012-06-18,18-Jun-12,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,9400,75576.0,8.04,0.27,Mylan (formerly Matrix) Nashik,Yes,796.0,4496.13,105.96,
